url,title,price,condition,review_index,review_text,review_likes,review_stars,review_date
https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count#reviews,Aiek A8 Pro-a 3.0-inch Mini 3g Red Phone 2+16g Android 9.0 Niños Teléfono Móvil Regalo De Cumpleaños Dar Pegatinas,FAILED,FAILED,N/A,N/A,N/A,N/A,N/A
https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count#reviews,"Teléfono Para Ancianos Flip 4g De Doble Pantalla, Teclado Grande, Volumen Alto, Sos, Cámara, Gris",CRITICAL_ERROR,CRITICAL_ERROR,N/A,N/A,N/A,N/A,N/A
https://www.mercadolibre.com.mx/android-celulares-9i-50-pulgadas-barato-ram512mb-y-rom4gb-negro/p/MLM2003054722#reviews,Android Celulares 9i 5.0 Pulgadas Barato Ram512mb Y Rom4gb Azul,CRITICAL_ERROR,CRITICAL_ERROR,N/A,N/A,N/A,N/A,N/A
https://www.mercadolibre.com.mx/telefonos-inteligentes-android-baratos-s24-ultra-negro-68/p/MLM2003887286#reviews,Teléfonos Inteligentes Android Baratos S23 Ultra 6.1 En Ram1gb Y Rom16gb Negro,CRITICAL_ERROR,CRITICAL_ERROR,N/A,N/A,N/A,N/A,N/A
https://www.mercadolibre.com.mx/smartphone-i14-pro-max-61-pulgadas-16-gb-rom-1-gb-ram-andriod-purpura/p/MLM2002131716#reviews,Smartphone I14 Pro Max 6.1 Pulgadas 16 Gb Rom 1 Gb Ram Andriod Negro,CRITICAL_ERROR,CRITICAL_ERROR,N/A,N/A,N/A,N/A,N/A
https://www.mercadolibre.com.mx/s-android-celulares-reno10-pro-626-pulgadas-barato-ram1gb-y-rom16gb-dorado/p/MLM2002777925#reviews,Teléfonos Inteligentes Android Baratos Reno10 Pro 6.26 En Ram1gb Y Rom16gb Dorado,CRITICAL_ERROR,CRITICAL_ERROR,N/A,N/A,N/A,N/A,N/A
https://www.mercadolibre.com.mx/s-telefono-movil-j-i15-pro-max-android-8-gb256-gb-73/p/MLM2005699521#reviews,"S Teléfono Móvil J I15 Pro Max Android 8 Gb+256 Gb 7,3",CRITICAL_ERROR,CRITICAL_ERROR,N/A,N/A,N/A,N/A,N/A
https://www.mercadolibre.com.mx/hf-telefono-movil-flip-telefono-movil-dual-sim/p/MLM2005845227#reviews,Hf Teléfono Móvil Flip Teléfono Móvil Dual Sim,CRITICAL_ERROR,CRITICAL_ERROR,N/A,N/A,N/A,N/A,N/A
https://www.mercadolibre.com.mx/telefono-portatil-for-personas-mayores-desbloqueado-simple/p/MLM2005689675#reviews,Teléfono Portátil For Personas Mayores Desbloqueado Simple,CRITICAL_ERROR,CRITICAL_ERROR,N/A,N/A,N/A,N/A,N/A
https://www.mercadolibre.com.mx/android-celulares-9i-50-pulgadas-barato-ram512mb-y-rom4gb-rosa/p/MLM2001844635#reviews,Teléfonos Inteligentes Android Baratos 9i 5.0 En Ram512mb Y Rom4gb Rosa,CRITICAL_ERROR,CRITICAL_ERROR,N/A,N/A,N/A,N/A,N/A
https://www.mercadolibre.com.mx/k688-hello-kitty-mini-phone-with-lid-cute-pair-of-phones/p/MLM2005794257#reviews,"Miniteléfono K688 Hello Kitty Con Tapa, Bonito Par De Teléfo",CRITICAL_ERROR,CRITICAL_ERROR,N/A,N/A,N/A,N/A,N/A
https://www.mercadolibre.com.mx/celular-android-i15-pro-max-de-63-en-blanco/p/MLM2001589156#reviews,Android Celulares I15 Pro Max 6.3 En Barato Ram1gb Y Rom16gb Dorado,CRITICAL_ERROR,CRITICAL_ERROR,N/A,N/A,N/A,N/A,N/A
